mixture_ID,speaker_1_ID,speaker_1_sex
audio02792,male4,M
audio02793,female30,F
audio02794,male27,M
audio02795,male7,M
audio02796,female5,F
audio02797,female24,F
audio02798,female28,F
audio02799,male25,M
audio02800,male18,M
audio02801,female15,F
audio02802,male9,M
audio02803,female17,F
audio02804,female22,F
audio02805,male20,M
audio02806,male26,M
audio02807,male10,M
audio02808,female1,F
audio02809,female29,F
audio02810,female28,F
audio02811,female11,F
audio02812,female30,F
audio02813,female30,F
audio02814,male2,M
audio02815,female8,F
audio02816,male4,M
audio02817,male27,M
audio02818,male27,M
audio02819,female9,F
audio02820,female2,F
audio02821,female22,F
audio02822,female27,F
audio02823,male18,M
audio02824,male7,M
audio02825,female11,F
audio02826,female14,F
audio02827,male9,M
audio02828,female12,F
audio02829,female29,F
audio02830,male10,M
audio02831,female8,F
audio02832,female29,F
audio02833,male20,M
audio02834,male27,M
audio02835,male8,M
audio02836,male4,M
audio02837,female20,F
audio02838,female27,F
audio02839,male22,M
audio02840,male6,M
audio02841,male8,M
audio02842,female27,F
audio02843,female1,F
audio02844,male8,M
audio02845,male3,M
audio02846,male3,M
audio02847,female2,F
audio02848,male25,M
audio02849,female8,F
audio02850,male22,M
audio02851,female28,F
audio02852,male2,M
audio02853,male3,M
audio02854,female5,F
audio02855,male26,M
audio02856,female5,F
audio02857,male16,M
audio02858,male7,M
audio02859,female12,F
audio02860,male23,M
audio02861,female15,F
audio02862,female4,F
audio02863,female15,F
audio02864,male4,M
audio02865,male19,M
audio02866,female5,F
audio02867,female4,F
audio02868,female11,F
audio02869,female17,F
audio02870,female5,F
audio02871,male19,M
audio02872,female17,F
audio02873,female24,F
audio02874,male8,M
audio02875,male22,M
audio02876,female14,F
audio02877,female30,F
audio02878,male26,M
audio02879,female30,F
audio02880,male25,M
audio02881,female27,F
audio02882,female28,F
audio02883,female28,F
audio02884,male9,M
audio02885,male20,M
audio02886,male16,M
audio02887,female9,F
audio02888,male19,M
audio02889,male25,M
audio02890,female27,F
audio02891,female8,F
audio02892,male6,M
audio02893,male9,M
audio02894,male9,M
audio02895,female11,F
audio02896,male3,M
audio02897,male6,M
audio02898,female17,F
audio02899,female30,F
audio02900,male8,M
audio02901,female9,F
audio02902,male10,M
audio02903,female30,F
audio02904,female1,F
audio02905,female1,F
audio02906,female1,F
audio02907,male16,M
audio02908,female4,F
audio02909,female4,F
audio02910,male24,M
audio02911,male10,M
audio02912,female26,F
audio02913,male7,M
audio02914,male18,M
audio02915,female29,F
audio02916,male26,M
audio02917,female8,F
audio02918,female8,F
audio02919,male19,M
audio02920,male30,M
audio02921,female4,F
audio02922,female20,F
audio02923,male10,M
audio02924,female24,F
audio02925,female11,F
audio02926,female4,F
audio02927,female26,F
audio02928,female30,F
audio02929,male4,M
audio02930,male6,M
audio02931,female9,F
audio02932,male24,M
audio02933,male23,M
audio02934,male3,M
audio02935,female20,F
audio02936,male18,M
audio02937,female29,F
audio02938,female17,F
audio02939,male8,M
audio02940,male20,M
audio02941,female11,F
audio02942,female2,F
audio02943,female26,F
audio02944,female27,F
audio02945,female27,F
audio02946,female8,F
audio02947,male27,M
audio02948,female12,F
audio02949,male10,M
audio02950,female27,F
audio02951,female2,F
audio02952,female17,F
audio02953,male25,M
audio02954,female29,F
audio02955,female24,F
audio02956,female15,F
audio02957,male4,M
audio02958,male3,M
audio02959,male30,M
audio02960,male19,M
audio02961,male24,M
audio02962,female4,F
audio02963,male27,M
audio02964,male7,M
audio02965,female9,F
audio02966,male23,M
audio02967,male25,M
audio02968,female24,F
audio02969,female3,F
audio02970,female22,F
audio02971,male26,M
audio02972,female26,F
audio02973,male8,M
audio02974,male25,M
audio02975,female11,F
audio02976,female2,F
audio02977,male4,M
audio02978,female8,F
audio02979,male25,M
audio02980,male2,M
audio02981,male5,M
audio02982,female26,F
audio02983,female4,F
audio02984,female28,F
audio02985,female3,F
audio02986,female8,F
audio02987,male27,M
audio02988,female17,F
audio02989,male8,M
audio02990,male5,M
audio02991,female15,F
audio02992,male2,M
audio02993,male3,M
audio02994,female30,F
audio02995,male19,M
audio02996,female4,F
audio02997,male5,M
audio02998,male25,M
audio02999,male22,M
audio03000,male23,M
audio03001,male26,M
audio03002,female24,F
audio03003,female17,F
audio03004,female5,F
audio03005,female4,F
audio03006,female3,F
audio03007,female12,F
audio03008,male6,M
audio03009,male4,M
audio03010,female15,F
audio03011,female24,F
audio03012,male8,M
audio03013,female5,F
audio03014,male25,M
audio03015,female3,F
audio03016,male9,M
audio03017,male19,M
audio03018,female9,F
audio03019,male22,M
audio03020,female5,F
audio03021,male2,M
audio03022,female5,F
audio03023,male16,M
audio03024,female29,F
audio03025,female28,F
audio03026,female22,F
audio03027,female14,F
audio03028,male26,M
audio03029,male10,M
audio03030,male22,M
audio03031,female14,F
audio03032,female20,F
audio03033,female2,F
audio03034,male25,M
audio03035,female1,F
audio03036,male6,M
audio03037,female5,F
audio03038,male10,M
audio03039,male8,M
audio03040,female2,F
audio03041,male19,M
audio03042,male18,M
audio03043,male4,M
audio03044,female8,F
audio03045,male16,M
audio03046,female9,F
audio03047,female26,F
audio03048,male3,M
audio03049,female27,F
audio03050,female8,F
audio03051,female17,F
audio03052,female17,F
audio03053,female29,F
audio03054,male9,M
audio03055,male22,M
audio03056,female30,F
audio03057,female28,F
audio03058,female28,F
audio03059,female17,F
audio03060,male30,M
audio03061,female9,F
audio03062,male22,M
audio03063,female26,F
audio03064,male6,M
audio03065,female4,F
audio03066,male27,M
audio03067,female2,F
audio03068,male9,M
audio03069,male4,M
audio03070,male26,M
audio03071,male3,M
audio03072,male23,M
audio03073,female28,F
audio03074,female22,F
audio03075,male27,M
audio03076,female27,F
audio03077,male16,M
audio03078,male5,M
audio03079,male23,M
audio03080,male4,M
audio03081,male26,M
audio03082,male27,M
audio03083,male27,M
audio03084,female22,F
audio03085,female26,F
audio03086,male6,M
audio03087,male7,M
audio03088,male24,M
audio03089,male3,M
audio03090,male6,M
audio03091,male25,M
audio03092,female24,F
audio03093,female30,F
audio03094,female20,F
audio03095,male18,M
audio03096,male10,M
audio03097,male25,M
audio03098,female27,F
audio03099,female15,F
audio03100,female1,F
audio03101,male26,M
audio03102,female14,F
audio03103,male22,M
audio03104,female24,F
audio03105,male5,M
audio03106,male3,M
audio03107,male22,M
audio03108,female4,F
audio03109,male19,M
audio03110,male19,M
audio03111,male5,M
audio03112,male6,M
audio03113,male23,M
audio03114,female4,F
audio03115,male16,M
audio03116,male8,M
audio03117,male24,M
audio03118,female20,F
audio03119,male23,M
audio03120,female5,F
audio03121,female9,F
audio03122,female22,F
audio03123,male25,M
audio03124,female30,F
audio03125,male9,M
audio03126,male25,M
audio03127,male3,M
audio03128,female20,F
audio03129,male10,M
audio03130,male22,M
audio03131,female8,F
audio03132,female26,F
audio03133,male19,M
audio03134,male24,M
audio03135,male5,M
audio03136,male2,M
audio03137,male2,M
audio03138,male26,M
audio03139,male30,M
audio03140,female12,F
audio03141,female2,F
audio03142,male4,M
audio03143,female8,F
audio03144,male8,M
audio03145,female30,F
audio03146,male3,M
audio03147,male19,M
audio03148,male16,M
audio03149,male8,M
audio03150,female24,F
audio03151,male27,M
audio03152,female26,F
audio03153,female30,F
audio03154,female17,F
audio03155,female17,F
audio03156,female30,F
audio03157,male20,M
audio03158,female17,F
audio03159,female20,F
audio03160,female4,F
audio03161,male19,M
audio03162,male26,M
audio03163,female9,F
audio03164,female9,F
audio03165,male23,M
audio03166,male5,M
audio03167,male3,M
audio03168,female17,F
audio03169,female1,F
audio03170,female3,F
audio03171,female17,F
audio03172,female11,F
audio03173,male7,M
audio03174,female27,F
audio03175,female24,F
audio03176,male3,M
audio03177,male4,M
audio03178,female4,F
audio03179,male3,M
audio03180,female4,F
audio03181,female5,F
audio03182,male27,M
audio03183,female12,F
audio03184,male4,M
audio03185,female28,F
audio03186,female24,F
audio03187,male3,M
audio03188,male4,M
audio03189,male19,M
audio03190,male4,M
audio03191,male19,M
audio03192,male22,M
audio03193,male26,M
audio03194,male20,M
audio03195,female2,F
audio03196,male4,M
audio03197,male18,M
audio03198,female1,F
audio03199,male30,M
audio03200,male10,M
audio03201,male27,M
audio03202,female15,F
audio03203,male6,M
audio03204,male27,M
audio03205,female14,F
audio03206,female17,F
audio03207,female1,F
audio03208,male19,M
audio03209,female8,F
audio03210,male26,M
audio03211,male5,M
audio03212,male26,M
audio03213,male24,M
audio03214,male2,M
audio03215,male26,M
audio03216,female12,F
audio03217,female15,F
audio03218,female3,F
audio03219,female9,F
audio03220,female30,F
audio03221,female9,F
audio03222,female8,F
audio03223,male23,M
audio03224,male16,M
audio03225,female17,F
audio03226,female27,F
audio03227,male20,M
audio03228,female8,F
audio03229,male24,M
audio03230,female22,F
audio03231,male7,M
audio03232,female14,F
audio03233,female1,F
audio03234,female8,F
audio03235,female1,F
audio03236,female8,F
audio03237,female15,F
audio03238,female20,F
audio03239,female26,F
